"Seahawks Coach, none HC",77
"Broncos Coach, none HC",72
"49ers Coach, none HC",62
"Patriots Coach, none HC",58
"Saints Coach, none HC",57
"Packers Coach, none HC",55
"Colts Coach, none HC",49
"Eagles Coach, none HC",48
"Cardinals Coach, none HC",44
"Bengals Coach, none HC",42
